Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Antigua and Barbuda,ATG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,40.71377912,52.47093869,69.16095192,56.36246921,61.64499727,56.92240891,51.62375498,62.23886065,62.95824746,70.88985249,67.31972564,66.608326,66.303669,75.15195679,76.78183519,81.5706077,82.08287182,74.04773441,69.56882138,63.51629595,65.13043555,64.00951016,61.71107967,56.23766663,55.61529709,52.52359964,54.06902947,58.06724451,53.34318267,47.3783263,44.32581534,45.69968451,45.8747921,45.45318401,47.08717409,44.85125343,45.7325791,46.14681341,44.12117108,41.70058538,
Australia,AUS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.99445248,12.40310078,13.9430116,13.00588572,14.93824833,13.22017794,12.93238025,12.8837295,12.29766804,11.95485962,12.97703708,12.66127432,12.82575945,14.15502161,13.15199894,14.28149731,13.5231274,14.02290474,13.62817347,14.31198232,16.43946722,14.91206732,13.54103776,13.59473322,13.58021798,15.25998766,15.01374181,15.49431355,15.98414551,15.14586825,15.14356306,16.0590439,16.69140397,17.57366341,18.00589167,17.91688487,18.93919435,19.17481105,19.59557692,18.35395554,19.44348189,22.23518161,20.78313613,19.10300414,17.21976483,18.28530247,19.90812669,20.23056827,20.18869866,23.03850745,19.8425192,21.47284119,21.51897381,19.98771744,21.07576502,20.01296407,19.25302663,21.27035363
Austria,AUT,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.24782514,23.00532979,23.41637319,23.42681102,23.39939892,23.77029334,23.7086814,23.70425472,24.30917142,26.84800179,27.39175701,27.0353547,26.93066646,26.91936689,29.1143699,28.09463586,28.75252642,27.95395679,29.11509299,30.88077524,31.69307175,33.00066162,31.74149643,30.47819882,32.75101762,34.92132141,31.99771471,31.40620488,33.0709262,35.01520274,35.69741465,34.59048808,33.15526766,31.46389801,32.15853389,33.53314035,34.24927611,37.02808274,38.35102119,39.35703789,43.34627395,44.61755552,45.3193862,44.57041472,46.86721497,48.6197522,50.84166886,52.56086942,53.24886062,45.20741656,51.26216033,53.94867085,53.9736762,53.4412933,53.39944783,52.93149063,52.26183404,53.936382
Azerbaijan,AZE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.86084584,45.65868263,86.20360573,57.43242383,24.72260136,27.900867,29.51570276,29.021879,22.70231819,27.98357916,39.04135987,40.92304161,42.76852389,42.01087525,48.78747992,62.93643043,66.50633675,68.13094022,65.77613785,51.63574568,54.30472154,56.42698053,52.97468019,48.32714585,43.26084783,37.79477749,46.42764939,48.68817468
Burundi,BDI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,12.49999962,12.93103499,13.11475373,7.518797057,14.0939593,10.3479635,10.77615982,10.80058971,10.29569557,9.658715376,10.68877683,8.435749897,11.73444345,11.0161732,9.753397451,8.275645724,13.72648388,17.59561023,11.70769278,14.16264464,8.809380565,9.143350509,10.211975,9.045580083,11.50400691,11.02661916,11.7232284,9.744902936,12.59077005,9.74574399,7.872992294,9.917377701,8.749180522,9.381960846,10.27176505,12.92634285,5.820321019,9.835472579,7.999750125,7.575757576,6.318970594,5.179202165,4.685804181,6.381414025,6.952748287,8.202499172,7.282049324,7.258469089,9.49175781,6.802358424,8.916642614,9.353710467,8.950128922,7.395821132,7.76818252,6.25261841,6.240950905,
Belgium,BEL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,37.80069166,39.01317472,40.57309132,41.71253903,42.4975544,41.983271,43.66610549,42.68673241,44.86690932,48.8002812,44.48759721,43.31117885,43.67713813,47.53119956,52.34193294,45.43735169,48.04819162,47.01197676,45.28456903,49.40198566,49.59479625,53.4998977,57.49757135,59.76598851,63.74083878,61.80322686,56.68586092,55.28532901,58.78874074,62.9040512,60.97135418,59.60174731,58.19583427,55.52280545,57.81586568,59.48766585,60.44278474,63.89676977,63.39726794,63.89872495,71.85758766,71.02036808,70.31477276,68.59609428,70.36996988,73.52122506,75.71114004,77.49083657,79.69598315,69.30977625,76.44845734,81.63554655,82.30583682,81.73030113,82.67205488,80.79436399,82.93777574,85.05329662
Benin,BEN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,6.123913813,4.583489549,3.517823197,3.821360213,5.137338272,7.267563064,6.84654487,7.66582205,9.334642587,11.77321922,15.17657983,17.78579859,14.38440221,15.66197565,14.31675614,14.52824593,12.99124631,16.17890261,16.52508821,17.51637947,15.81651288,15.93050046,17.77103583,13.76428919,19.57937532,23.65261835,16.67592095,15.26752812,13.80373921,13.49542898,19.18130301,21.00248606,23.23914805,22.46438304,28.32701862,27.3689425,26.49881155,27.17613459,27.09293955,23.68818308,21.14038924,20.34916272,20.18788163,18.98405146,18.8185548,18.93203883,18.52802261,22.58650821,22.85463824,20.37180711,23.78772956,21.38207854,24.59335432,28.15145554,32.07625794,28.22097149,28.70623522,30.93186623
Burkina Faso,BFA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.861965447,5.428886039,5.531983697,5.579492081,2.798836183,4.652596543,5.05173085,4.928506232,6.204738147,5.817213741,5.455240233,5.511467517,6.399727195,6.31179758,8.320763173,7.348254348,8.205252445,7.960266865,7.468419216,8.246134387,8.950521024,9.276410607,8.195716128,7.884149398,10.96091363,9.921464694,8.990563134,11.3588168,10.99870019,8.748862592,10.96669141,10.44754844,8.846480369,8.951543281,14.20162115,14.14055654,10.56360521,10.812531,12.80810302,9.518368069,9.532602085,9.243405422,9.176684898,8.710212821,11.32844027,9.743996418,11.57502786,10.54970221,9.967296937,12.69934858,19.22674197,25.00368554,25.5185176,26.16619423,25.92944469,26.04696282,28.5446107,28.44548548
Bangladesh,BGD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,9.996685298,10.78235341,10.74675128,9.983485122,10.02841242,9.662716409,10.28428083,9.306142123,8.33080893,8.145992413,8.313112893,6.291487317,5.674730403,6.539409334,3.701075465,2.895078894,4.746081768,7.040751965,5.557663161,6.109219481,5.494283791,5.130863153,5.075299866,5.603849031,3.396255135,5.3844786,5.182931963,4.990049639,5.428300965,5.540143718,5.908316487,6.662611969,7.58667691,9.017269036,9.001543646,10.86463421,9.70650765,10.52037056,11.75733123,11.75864239,12.34420123,13.38655921,12.40996893,11.4311487,11.14650895,14.3928419,16.35346357,16.99533485,17.65885848,16.94013291,16.02411269,19.92207496,20.16158886,19.53787411,18.98966,17.33667493,16.64971688,15.03610611
Bulgaria,BGR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,35.70780505,35.63843555,34.28290766,37.14824281,40.13116141,42.7951269,40.03363952,40.78529918,45.5656655,46.42059466,33.11919208,43.47826087,47.11155378,38.20675811,45.04756469,51.92103087,58.97681401,50.10922522,43.08713951,43.16873052,36.47444482,35.14866183,33.90858186,34.68315331,41.27207825,42.86344987,47.32155561,52.38018562,52.54336762,42.33201207,50.17892427,59.06903998,60.80181715,64.6525185,65.01242552,64.1072029,63.97871452,66.32603712
Bahrain,BHR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,124.1084535,131.1296802,118.9816239,96.6818499,96.48621042,101.7697254,98.71046441,102.3678926,95.33797859,98.64389757,115.5558287,85.00316299,84.38199172,83.87459725,81.19327022,81.9905466,87.9135243,79.07678218,64.60367296,78.86724559,79.18059732,73.6106719,72.21766036,72.06301835,78.60510304,83.89403004,84.63760617,79.67952923,82.5774338,68.46559387,69.53731774,99.41774492,102.1472547,104.8069984,96.05075125,82.4167843,73.96638877,
"Bahamas, The",BHS,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,82.65077139,82.66458433,68.87172584,70.38118775,67.38170347,65.78597225,66.56855956,63.58826123,64.79079867,63.81799798,61.32277308,,53.83148269,54.16077069,50.9510922,50.24702477,51.96668823,51.02147898,49.54913969,48.03768357,36.88040478,34.65716017,36.45688956,38.04756286,34.07258864,36.17545456,35.81023417,38.2152311,38.75988695,38.30927734,40.09195411,39.49363481,34.19067999,34.95328732,37.43526853,38.12695303,39.94975347,37.86608015,34.98130136,35.80852789,33.65454979
Bosnia and Herzegovina,BIH,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.44828942,20.41173902,23.61770625,27.8336349,27.30319723,27.6439667,28.69033951,28.3925253,24.34741494,30.28935464,32.24332753,31.62496407,35.01660178,27.10558155,26.84806772,25.00937959,29.69554093,32.03597295,32.34573772,33.74250721,33.98992131,34.57786452,35.4102499,35.97041785
Belarus,BLR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.95842956,33.33333333,59.7826087,67.6142132,71.2696004,49.66516478,46.34980374,59.8598806,59.0511293,59.20334137,69.21082134,66.74760674,63.62751594,65.15637991,67.88633336,59.79780872,60.06131177,60.94305272,60.93775522,50.52974996,51.37288535,78.46536152,78.77690728,58.33357811,54.94100406,58.01076657,62.50934712,66.60167872
Belize,BLZ,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,55.37869063,53.39554173,47.9776848,49.07407407,62.44665718,48.48195075,55.51898179,60.4592298,62.01968879,59.74115379,62.22007021,54.27001101,49.71948276,46.69080075,49.83190549,47.96101012,50.00342229,52.77929485,52.58146878,55.05700001,52.97014701,50.86822366,52.56008017,53.18529398,50.56063953,54.6593497,61.13258784,61.09162408,62.37125264,51.62400668,58.21243078,60.0944139,62.46068069,61.29501604,60.56159301,57.24902163,49.69311053,52.01305767
Bermuda,BMU,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.48877493,47.08311413,47.6371841,46.76156566,47.66826764,,,,
Bolivia,BOL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.34134644,13.62796262,12.46394477,13.89025798,16.43705555,16.67063443,16.93587754,18.6355217,22.22751258,23.56096087,24.59450513,21.3923467,21.11244019,27.71337,35.29243801,25.9383183,27.67564799,26.77412861,22.59514375,24.17470347,24.52751982,23.26602392,29.06434693,28.31678004,23.65486385,19.04991129,21.32401128,19.63047762,18.76744251,22.49821292,22.77698001,21.47934616,20.04576087,19.08076747,21.66331203,22.55142093,22.58187046,21.11060246,19.69868391,16.88089845,18.27474597,19.97214852,21.63445545,25.60073348,31.13839056,35.5481435,41.77171451,41.79565662,44.90655623,35.72262529,41.18745607,44.09170177,47.16619658,44.09247927,43.29308812,30.86829588,24.48800571,24.90414433
Brazil,BRA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,7.059046476,7.279407946,3.868760171,9.036454245,6.385409271,7.735761384,6.824735079,5.768971066,6.000526009,6.620403797,7.029436349,6.413306743,7.259175691,8.271677825,8.013119412,7.538572819,7.035713557,7.252368471,6.675578868,7.12390495,9.052729825,9.420354308,7.609682702,11.42182159,13.54758492,12.24795967,8.816588678,9.459943218,10.88821671,8.92960968,8.199990015,8.676973095,10.86824925,10.50327024,9.665051387,7.528875038,6.730209683,6.983649575,7.030500339,9.564898261,10.188048,12.37171067,14.23059027,15.18078371,16.54576151,15.24382948,14.37431607,13.32767528,13.53400059,10.85137114,10.73819942,11.46613801,11.70305477,11.63018213,11.01194282,12.90019142,12.49461885,12.56757437
Barbados,BRB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.8922472,40.83331269,41.46291455,42.63880452,45.25641915,45.93032201,47.03153989,45.56890432,41.54703013,40.85206827,42.37706231,40.15529495,38.20986875,42.10116494,40.85819568,43.92014985,45.65299298,45.18154186,45.37039047,42.96185203,39.52125335,37.90576927,38.89741965,41.500271,40.77923769,35.22790485,36.40608958,37.0044385
Brunei Darussalam,BRN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,90.0542772,90.05919723,93.65490174,94.63423867,95.01268346,95.06158666,93.36150697,93.1432598,89.3430497,88.27041199,,,,,,61.81131861,61.80849397,66.67709148,57.87234043,54.76334037,51.08121096,59.71684054,59.93345349,57.18543475,50.4719764,55.81633962,67.35433192,69.52530593,67.12183029,69.28925184,68.79904697,70.16844716,71.72469796,67.85275077,78.29923669,72.78317629,67.41037988,69.50607218,70.15922363,68.04187464,68.71895714,52.21059737,49.57777708,49.57330641
Bhutan,BTN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,13.64521083,15.43993319,13.69773758,12.05918616,12.93080382,14.99297879,17.63090438,23.54716256,28.0727235,28.0478563,26.83037079,32.15821957,31.98648221,31.56841218,29.52874258,37.76893581,35.48812893,35.90471555,33.10001129,31.11449204,29.37722626,26.2861735,23.87154995,25.52907435,31.02749389,38.24974176,54.41944342,54.96856072,48.79026012,44.70198135,42.45279115,41.20541495,38.72533426,40.4599045,36.28463735,33.22427135,29.71799703,26.04065431
Botswana,BWA,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,26.27563603,27.21632299,27.92603926,28.99444334,28.81100983,31.70731707,29.26829268,24.61384796,23.05263158,22.77227723,24.6555475,33.14977974,37.37214792,38.83151372,40.92329887,43.59413668,50.38639876,50.90072321,52.06053789,54.12301706,53.05924444,49.705064,54.56198268,62.08344675,60.81127215,66.29104882,68.33084948,75.12956509,70.52194053,59.22459785,55.05540706,53.02951416,48.1795631,47.0957972,47.82239868,50.83649784,53.82844448,60.88073855,49.2891721,55.19726829,51.83181007,48.65760824,52.15742678,48.82685783,49.61378778,52.92355354,52.25447364,54.51608256,45.6739672,34.80094895,43.63546441,48.89643571,48.35909296,61.51249344,60.83018988,52.1840157,55.10971787,
Central African Republic,CAF,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,23.27272448,26.49006579,24.59016513,25.23659242,28.44826939,27.10026829,28.35051546,26.30272953,34.31229775,27.33466412,31.93849789,29.79923294,24.93480069,28.61804186,27.73682389,21.13034658,22.18686626,25.2043977,23.42031763,22.43256736,25.22154522,24.38344999,22.17775213,24.14899931,23.39399426,22.00851896,18.18642624,17.84414116,17.74475246,20.30388635,17.06746887,17.58667102,16.8657,17.09955455,23.39941089,22.22094496,21.47038628,26.88428026,22.65688657,19.22365028,20.37221359,17.15725384,15.96270494,18.23600384,13.99791751,13.36275333,14.31600515,14.11532742,11.0036647,10.68441716,11.8072539,11.51483211,11.64915581,14.45148895,13.03008901,12.61192275,12.72904297,12.51808781
Canada,CAN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,16.96605566,17.75291513,17.7825631,18.25308649,19.18762474,18.53610766,19.3370651,20.26860949,21.19723319,21.24546163,21.92223298,21.0688609,21.28965336,22.77137812,24.08130452,22.03845292,21.75675015,22.7746946,24.606132,26.40710403,27.5872779,26.44278045,25.24374762,24.97218191,27.98847565,27.59383627,27.02965011,26.03623546,26.07603127,25.05463166,25.07211431,24.33725704,26.17989187,29.1321071,32.77919005,36.10503599,37.10915576,38.14318366,40.0448098,41.87719522,44.23746802,42.03620326,40.0344024,36.82783938,37.28795097,36.7951092,35.32934774,34.15316625,34.32313544,28.43575045,29.07195642,30.56462375,30.2136045,30.16333848,31.53689616,31.52797293,30.96787727,30.89402736
Central Europe and the Baltics,CEB,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.04601949,27.48375328,31.26290531,28.41389593,29.2760587,33.35106356,33.38558824,35.1407703,35.10073611,35.06940037,39.54547348,40.06430798,39.58205445,41.58979595,44.99471978,46.5871178,50.20257751,50.7997029,49.87918332,46.5540425,52.36272911,56.97555504,59.34114585,60.80649799,62.45229092,63.16349785,64.03777401,65.18018654
Switzerland,CHE,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,27.77049414,27.18700189,26.86266409,26.61842681,26.57275007,27.51104587,28.13857502,27.88864806,29.52684145,31.32015575,,,,,,,,,,,47.20054784,49.16050562,45.11900372,43.77230957,48.09094511,48.56121427,44.65650298,41.8498524,43.07349172,45.60416993,42.10981642,40.49509277,41.41189285,41.42871741,40.70318233,40.68199294,41.74085369,47.24159374,46.70180734,47.41241586,52.1179027,50.88934286,48.93698712,48.10844327,51.47103957,53.79047112,56.49117013,61.30363524,62.66116373,57.23045434,63.9656691,65.46550135,67.03361061,71.92494262,64.2737114,62.13828227,65.81131267,64.97673454
Channel Islands,CHI,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,13.05684583,11.40473702,11.35131506,12.29780243,12.24908063,13.2776081,14.3401986,14.04774752,13.6990955,16.07998001,14.35584952,10.83802383,9.559765314,13.3018708,19.53277911,24.11281543,23.9416392,19.72748767,19.81899866,22.12796081,21.67128122,15.54286945,18.61312244,23.4229748,22.80096374,26.25105243,27.32017167,28.34394297,32.47347361,33.70002283,32.49457682,31.3010166,28.96179193,25.88068051,27.46324068,28.62625201,26.64554267,26.4704497,25.52113207,28.76613108,30.53170013,32.39863012,32.80393363,35.65904551,39.80237039,40.15981647,43.79510678,45.06900389,41.42416775,37.04077361,37.74511254,37.76195747,34.12185872,32.19947338,33.10535546,29.36666904,28.18355638,28.70361194
China,CHN,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,4.305829535,3.870810679,4.052658751,4.005447408,3.768963875,3.638985006,3.494467094,3.277226619,3.302562926,3.047599633,2.491555906,2.788066262,3.247923523,4.241346782,4.929801606,4.704721171,4.510473131,4.298461538,4.555954147,5.162843357,5.911612142,7.44757799,11.01962937,9.517800533,9.526692622,8.336801727,8.712177887,12.48213452,14.38232082,11.84432938,13.61471017,14.48787815,15.65821968,16.70229455,18.53674857,17.95101808,17.92329555,19.49316446,18.34232158,18.16269616,20.89344482,20.31214574,22.64474567,26.98075653,31.06133758,33.82985757,36.03502555,35.38817873,32.51957332,24.45665122,26.26741407,26.49432272,25.40819583,24.50498149,23.49505827,21.34807161,19.65837757,19.7573801
Cote d'Ivoire,CIV,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,34.23954707,35.29251939,34.39262455,33.93545168,35.88603003,36.82341128,36.40699068,36.22371933,40.69987209,36.76179757,35.76932551,32.2099927,33.51212081,35.75389082,45.69688757,36.72858255,41.74147026,42.62604184,36.52120307,34.60332236,35.00162933,35.17500349,36.42322869,36.95985991,45.3119277,46.77491298,39.49590841,33.4299902,30.48812849,32.03333564,31.68987467,30.01172634,31.90948693,29.44245287,40.52740186,41.75929966,41.10099509,42.91595731,41.39640228,42.4023849,40.78102913,40.70005794,47.46234948,41.89141613,46.40501472,49.89836053,52.36758894,47.22598261,47.11608733,50.85444236,50.63264302,53.8199572,48.47613246,41.53105069,36.6588334,35.4063797,29.35899815,29.18123777
Cameroon,CMR,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,,,,,,23.75939244,20.99473486,20.62527266,22.12355169,23.38342862,26.20993168,23.01815778,20.39186958,20.69372592,25.43808981,22.68495913,22.64259686,25.05995286,23.65519781,21.0785468,27.88474819,21.86705334,33.21433786,30.39760328,33.4785942,33.44877106,23.2813706,16.69425643,16.03297487,20.70703664,20.1829144,19.99888046,20.54702225,13.91794311,21.08939979,20.63709703,23.26041974,24.8800336,22.54840037,20.04832716,25.90820941,25.83939588,24.2969004,20.92778439,22.70945864,24.59797915,25.63861483,28.8854045,29.05769615,21.40326478,22.17214409,25.93207364,26.11820061,25.56776428,24.93807419,22.25966622,18.58348076,16.95987146
"Congo, Dem. Rep.",COD,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,18.9161173,9.857812395,7.749455854,31.79652931,33.50286358,25.92305991,31.11946182,15.55093816,14.51582003,13.18203314,15.45995893,12.13879857,11.25110285,13.4415787,16.18110675,9.963134791,12.15317863,10.32819464,12.34875232,12.64879751,16.4784739,14.14090065,12.14958932,16.23824276,26.01301077,27.51106859,24.71098029,25.98135782,25.49899624,25.48973974,29.50380373,20,16.38418079,11.32986627,22.62529441,28.48228831,30.00276309,18.75000023,29.79008829,23.63566992,11.44961203,11.98768483,15.67134281,24.00044304,22.72951351,22.94418278,21.70009853,39.07191379,39.02779926,26.81378781,41.11115416,39.51561667,30.80300902,36.44586131,36.83218885,27.7255678,27.21898417,35.60336287
"Congo, Rep.",COG,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,20.45332535,19.45955537,30.48959728,36.47289895,38.15260175,36.00822304,29.88929889,30.47945727,30.38583601,32.07549032,34.73682895,32.58172517,28.30917874,31.62251656,53.22918382,35.88807786,40.37715474,45.58499468,43.72143722,47.41176471,60.01664817,58.02104486,55.26760563,57.94544545,61.62754304,56.7882159,39.83370093,41.73430613,40.62215478,48.52420202,51.77735958,41.63458853,40.69209692,42.83637057,58.51702125,64.70457016,68.45821343,75.59663937,76.27762977,72.29007107,80.29714722,77.42002685,81.51642548,80.8123656,80.52979283,84.15817311,84.15967781,78.52948416,75.15149621,70.41797712,85.11967006,87.28305094,83.77514731,76.5324601,72.98675034,69.27556739,57.08427917,79.76306936
Colombia,COL,Exports of goods and services (% of GDP),NE.EXP.GNFS.ZS,15.6565358,12.95578035,12.19137683,11.97623129,11.9199757,11.42068108,12.1127855,11.97638016,12.98421413,13.2264231,14.31067765,12.82988851,14.23945516,15.21631827,14.57888682,15.79825627,17.09658564,16.8987571,16.60276691,15.22521931,16.21145821,11.85208819,10.93181533,10.44484862,11.87579493,13.81425983,18.83724644,16.95297828,16.28968816,18.00126168,20.56542915,21.34318258,17.70846422,16.42893196,14.99836183,14.53374289,15.1994617,14.84154374,15.00735084,18.34657875,15.91513972,15.38713577,14.81556968,16.57529971,16.77075142,16.84991592,17.63749746,16.53923243,17.78948399,16.03080966,15.93598373,18.7361065,18.25876189,17.571925,15.93654442,15.24861381,14.75780658,14.77132133
