Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017
Azerbaijan,AZE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.22237381,41.20508982,54.59637767,75.9883373,30.63005668,41.51002437,55.54765721,53.02436769,54.53126181,41.87764233,38.378095,37.31793024,50.04893409,65.55051144,72.71588455,52.89701497,38.75944778,28.51369898,23.46675902,23.108296,20.68126693,24.08106448,25.28857202,26.65102609,26.20560171,34.80673042,43.64966934,41.97541602
Burundi,BDI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,13.39285783,14.65517299,16.39344216,14.28571441,12.08053731,12.53428946,12.99218038,11.88577655,13.36681223,12.0945743,11.62101972,14.17168014,15.07496967,13.33273113,15.53393773,19.00177059,16.65287675,17.29141892,20.2264008,22.72214152,23.29206503,22.0376957,26.90744599,24.74775974,23.55230979,20.78690239,22.3156305,25.73863173,25.95318325,22.9435654,27.77514726,28.50518278,29.47695089,27.16103576,28.48175853,27.27828356,15.75340125,14.43990665,19.44027986,15.9639877,16.23475389,15.78484345,16.98802523,20.99489805,24.62336989,33.44430652,46.86974116,34.22384296,37.92616045,43.12351448,39.17905362,37.66549408,37.46885112,34.24535243,33.53881977,29.74058332,31.91535834,
Belgium,BEL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,38.50067422,39.80529742,40.58455193,42.67004473,42.8293237,42.00679821,44.36964024,42.26756145,44.40565651,47.69100873,42.58820529,41.63787613,40.90157993,45.91504834,52.15383604,45.41276637,48.0550865,47.96437285,46.35198239,51.42975633,52.71188767,55.91778847,59.56633293,59.74347181,63.54559727,61.16011224,54.80869389,53.82029942,56.77115829,61.10786196,59.59831854,58.11102593,56.01987707,52.67885808,54.57307127,56.02369955,57.61730906,60.46992349,60.08722775,60.09851531,69.22148384,67.67409714,64.81011222,63.39421837,65.66786336,69.85499588,71.98276139,73.67278529,79.21206194,67.04698162,74.65171918,81.11811911,81.68914021,80.48834199,82.03794746,79.43496133,81.60692689,84.34941484
Benin,BEN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,12.110286,9.534632137,9.959304461,11.62589881,12.24316515,14.90571057,16.19606297,19.77226627,19.07658678,21.42850573,24.46132362,27.83261413,26.80014939,25.95016696,29.49464837,33.41298203,31.0285114,34.7807829,34.54536444,37.02178868,37.32210672,43.95887164,40.08629954,31.5777227,30.93192817,36.64859962,32.61549675,30.95060709,32.08308882,24.80493838,26.53887913,30.34223077,33.50159776,32.9174161,36.07346064,36.43119751,30.01897989,31.53549502,32.50068575,40.98182477,34.85130112,36.92675727,31.29638328,29.73830293,27.55170393,26.88452127,28.3238499,35.21845509,33.6432798,32.32871807,37.20526041,34.19396832,35.07604334,41.30324263,44.45254714,39.7977079,42.60844357,48.45412566
Burkina Faso,BFA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83940461,15.7899764,15.70596469,15.6690092,11.51843946,11.37662058,11.64848834,13.92730705,15.28739068,16.53239462,16.14177019,19.9310891,21.28899967,22.91953873,24.47291572,30.15111636,27.00824323,30.44326689,27.75082927,29.28244368,31.26250766,31.43511365,31.62403532,29.57414785,28.75779204,31.02608229,28.97116629,28.08112953,27.13098209,23.64589735,24.45595903,23.34868798,19.52753601,20.67354067,25.02760109,26.60691488,27.61669256,26.60388778,28.13168055,24.16795805,24.97978041,23.12582748,21.69622157,22.02230533,25.8001442,25.79172314,25.38254314,24.87483237,26.34324155,27.72150678,29.64008894,33.1503015,37.16053004,41.10185666,34.93506404,36.28741425,33.47223666,34.38477616
Bangladesh,BGD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,9.307258373,11.69999897,10.80809699,11.65627794,14.12185539,13.3665973,12.65182215,12.59571799,11.60633145,11.66532876,12.50748406,10.72758452,13.73255915,11.85524718,10.3485456,8.100547239,17.63619316,12.38144623,15.4808518,15.79784406,17.88294732,14.11629594,15.53162433,14.71303159,13.41547204,12.83770602,11.83581054,11.69774799,12.24976334,12.7850303,13.05818553,12.22721492,12.34732859,14.10431403,13.86432091,17.34486186,16.36958007,15.80514283,16.12273217,16.62929817,16.97751313,18.71145786,16.55741179,16.2267362,15.7117252,20.00409297,21.75846087,22.94704781,24.96205555,23.15266332,21.77872999,27.49877488,27.94933388,26.75852861,25.5244202,24.74932415,21.30458385,20.26789041
Bulgaria,BGR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,30.68861231,34.52261126,33.21648916,36.93962019,38.24615025,43.20224081,43.46992488,42.62235398,45.89608581,48.15837612,36.72786877,39.20412675,52.93824701,45.83472733,45.67256469,49.90613559,45.38904643,37.28415977,36.06285816,47.78895479,41.81989272,44.53881825,41.94551295,44.94188691,52.50857498,57.63358127,64.53829922,71.21171688,72.30149033,50.60909025,53.02840528,58.69287881,63.97452109,65.06230185,65.95552064,63.95946768,59.66520734,64.79609373
Bahrain,BHR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,115.2404715,120.0092032,106.7770645,92.95073341,93.84405856,89.84050688,84.81310447,87.40003822,77.49443287,87.62992359,94.60513707,95.63864723,96.74204545,80.72929985,73.98490141,70.47376878,76.20189497,69.50529596,63.88542858,62.96445322,56.62841845,53.41544007,58.38986288,56.02846845,62.13213015,64.41946296,62.46424927,58.10552134,63.30522825,49.49813154,50.93507678,74.74121996,83.74172054,87.07080664,79.5138994,71.65060855,65.58715438,
"Bahamas, The",BHS,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,66.1430575,67.51561749,60.2035392,62.87725605,62.36943568,59.55141608,58.01592798,58.30679536,59.27091219,57.9049545,55.8032445,,57.16884389,55.95925458,55.16752594,51.21453844,51.39327296,53.38048481,54.91630213,57.81906345,42.85448079,43.069007,39.24584877,41.59738103,38.42829199,34.10252715,35.25330634,37.78675227,42.63638397,49.24143697,47.92086145,47.93558807,42.33036398,43.72231511,50.89842063,46.12378154,45.56532049,49.84622124,38.70576563,37.67780518,41.80939147
Bosnia and Herzegovina,BIH,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.39893826,71.46787364,83.88233728,72.79732986,98.36341183,94.17666266,75.5002714,75.92642464,70.92935457,83.16849181,77.49680381,71.61980936,63.01233602,56.45869495,59.3148096,48.73811824,51.27267139,55.80037667,55.85213351,54.13387419,56.57192901,53.23088437,52.29264599,50.9569263
Belarus,BLR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.64896074,33.33333333,57.60869565,83.35025381,84.10610914,54.05302999,50.42509604,65.65629856,63.90656844,61.63177646,72.39834461,70.29732374,67.37454234,68.98547237,74.25017703,59.08654297,64.23379212,67.21082526,68.66172333,61.78058849,64.54508764,79.50889355,74.30836203,61.48238713,55.71042031,57.90405963,62.69997578,66.95063641
Belize,BLZ,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,68.57509628,75.34992224,70.57182706,65,70.15173068,61.29572077,58.13034891,62.59265956,67.84693554,69.131213,60.06536739,64.84968376,52.91925098,50.18440829,52.43820538,49.11100777,50.26587825,55.70716124,56.92769928,67.35425289,73.67146935,69.09934914,66.1303712,65.93645098,58.51346912,62.69395194,61.65051949,61.21539465,69.65296524,56.22320759,57.47189679,63.10406632,62.92999121,66.80208785,66.06358205,66.32536486,60.50552849,60.82698585
Bermuda,BMU,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.51093126,30.18607294,28.84300217,28.65508619,29.59251558,,,,
Bolivia,BOL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.27083375,17.7163514,19.94231163,20.83538697,18.4916875,20.37521986,21.16984693,20.96496191,26.85824436,26.17884541,24.35451837,24.40448748,24.01913876,28.31875915,26.79769666,32.21663411,29.88530977,29.64649045,30.1082418,27.39607582,22.28548693,22.95374782,29.40391432,24.0390415,25.8198699,22.84285327,25.70735064,23.99218168,23.13880894,23.15646579,23.92629321,26.96562034,29.0650961,28.38636003,27.19753938,27.18656477,27.27442065,29.35906095,32.58247785,27.28735619,27.32302914,25.25567283,27.71580589,26.36710166,26.32587575,32.09379899,32.7661346,34.26625502,37.96046497,32.90444922,34.32417047,38.38869337,37.78256468,37.13842804,41.9713817,37.06454906,31.91302884,31.80050852
Brazil,BRA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,7.117285543,7.339459071,5.188973948,9.111000021,5.677600006,5.555924843,5.991669227,5.768971066,6.610384411,6.553713097,7.449759148,8.137973432,8.844075565,9.501580998,13.88372808,11.50558031,9.432617823,7.917747637,7.864394358,9.175567788,11.30583071,9.799449095,8.274479024,9.008341194,7.924387293,7.095314561,6.354576555,6.192662646,5.692538049,5.46126798,6.961765546,7.913943536,8.385094331,9.096046055,9.66785407,9.455584961,8.905381793,9.592559686,9.408084592,11.41726822,12.45171335,14.56457435,13.38776713,12.95960101,13.13249097,11.8429658,11.6673833,11.96493642,13.72356887,11.2546046,11.77920798,12.23551783,13.06225025,13.93167816,13.673463,14.05343452,12.07966389,11.55218258
Barbados,BRB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.13306303,41.69288315,34.6968066,38.11444539,38.16589244,44.14111441,44.51659452,48.28178024,44.74002837,45.57459311,46.40237066,44.48526463,43.60013882,46.1929554,49.35905644,51.74736356,50.20133754,48.98922354,52.81835348,46.12600219,48.73197136,48.62687464,47.46206793,51.99241192,50.69818916,43.77256416,46.21388591,43.70868805
Brunei Darussalam,BRN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,17.35341335,23.42622004,18.25886636,16.08782057,14.47273057,14.13786882,11.66426622,13.71348041,17.22645335,18.98103128,,,,,,35.20789195,37.26688607,40.17200938,47.90902421,51.76364185,48.40621496,55.8271237,60.64051019,58.49423351,57.40412979,48.40323201,35.81729355,39.19356475,41.62613879,35.96921573,31.79052372,27.28916946,25.2164514,27.8977165,27.61460739,35.7894602,27.96147673,30.03046818,35.47872117,42.8950042,30.65049207,32.68646642,37.74202405,35.60355377
Bhutan,BTN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,37.70276137,48.03859053,47.69614828,45.77204981,45.13039835,51.13760517,52.42133226,38.09133888,49.11632028,37.96754958,30.65261276,40.1228102,55.90385045,44.09362095,39.42604142,42.6295264,45.66832041,46.11597789,49.41758839,50.70118172,48.28761896,47.74815445,49.32871657,50.82833902,62.16441782,64.44833121,59.17786166,57.29551517,57.95919187,62.20414564,70.73120267,70.48616833,63.03859296,62.27557071,57.3379826,61.73077323,53.09315853,47.99128836
Botswana,BWA,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,39.64394208,42.52550467,44.83899262,47.34535685,48.57670261,50.6097561,50.94850949,50.77349314,62.94736842,52.56525653,60.91370558,61.56387665,60.54287962,61.96518147,64.77518634,63.79211879,66.32148377,69.30966469,68.524389,65.24992517,66.44230186,71.53032832,69.27419741,62.56561807,57.96219857,51.23175935,49.12874011,48.44218821,43.9296497,46.13626671,49.79191333,46.52887119,41.57169149,39.11240781,40.35821104,43.7586738,37.12713079,47.7236766,52.55186722,43.73181291,40.09291962,38.86745733,39.67834728,37.00718468,41.38403511,35.58179851,34.08011528,40.58855625,51.04194313,51.88507096,51.26433191,52.46403484,60.29247129,61.43658958,53.94247274,53.50739187,42.0198687,
Central African Republic,CAF,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,34.18181226,35.76158881,37.70490743,38.48580502,40.80459028,37.66937669,42.5257732,46.89823821,39.63122536,37.59845824,41.56234991,37.42346234,33.81308706,36.48688336,43.33611318,39.91997006,29.32661081,34.32490613,33.88576027,35.13293947,41.08078286,34.0597439,34.2245066,36.61626111,35.50167739,31.63597524,28.62263185,28.5502934,25.05388217,26.46316121,25.87551465,26.12265066,26.36337608,22.88906748,25.01862134,28.25494616,25.61401875,28.9342281,28.3926453,23.98869362,25.2875684,22.5732459,20.14585984,17.99522216,19.24603741,21.70818354,22.07986508,23.4655716,23.43385711,23.23560283,26.50978916,22.02756873,21.78209867,25.00493511,37.56251599,34.57869944,30.02529211,31.77479991
Canada,CAN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,18.13555927,18.05176693,17.79289882,17.44946007,18.15451673,18.65312117,19.30630827,19.2523871,19.98266478,21.14291917,19.38059594,19.40821551,20.35352044,21.33904857,23.88963479,23.70728561,22.40859316,22.89373924,24.18568081,25.7979202,25.70881036,25.67191743,21.35878151,21.71764465,24.48641261,25.26828289,26.05281724,24.83363232,25.28711517,24.99469378,24.89491296,24.86482003,26.53756395,29.11276806,31.61909901,32.99238938,33.19035779,36.24187135,38.11404094,38.31676052,38.62025799,36.37011675,35.69828795,33.01560007,32.89259588,32.91473422,32.65183718,32.03887814,32.60109515,29.91249645,30.98877285,31.76399864,32.18353222,31.81005643,32.52072677,33.9997624,33.38422977,33.1686256
Central Europe and the Baltics,CEB,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.99146759,27.88467407,32.24821221,30.09077066,29.1772842,34.40393807,36.73510144,39.34789871,39.57350794,39.5629831,44.22719793,44.22501729,43.55570291,45.51414146,48.98178629,49.9212189,54.30795711,55.53787805,55.08059867,47.22109567,53.07466885,57.32868231,58.49090167,58.12008211,59.74773439,59.74972176,59.55812218,61.28096563
Switzerland,CHE,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,26.74533092,28.64328651,28.85280936,28.28332618,28.29878621,27.01668257,26.76577952,26.13048391,26.71442059,28.72805516,,,,,,,,,,,49.29035048,48.3830612,44.33942132,44.63659414,45.02222062,45.72791562,43.63845023,40.30958033,41.51619208,44.08178479,41.59232807,38.74893635,38.42151989,37.04925496,36.24914414,36.41364987,37.92931184,42.13131333,42.16448516,42.66280891,45.98769432,45.27436143,42.21604709,41.42145819,42.52151395,46.53934249,48.02666703,50.0072114,52.1182314,49.69971218,53.2865076,57.0306713,56.64875379,59.87160882,52.58640491,50.62987722,54.58890138,53.9274733
Channel Islands,CHI,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,15.83278036,15.5244838,12.79813357,14.76883042,13.22659418,12.65381045,13.4044875,12.90648162,13.09852405,14.06410061,13.96933693,12.04259178,13.16157486,15.3879674,19.30379908,26.57162146,20.30689699,22.02142536,23.65739455,25.54806915,26.44874681,26.21654346,21.25208914,21.39706072,24.46083952,24.33277329,24.73353748,25.84909388,25.98106676,29.27290095,29.2511137,26.79327708,27.29225862,27.72838389,25.75178803,26.34090127,28.12243213,28.47616391,28.80003161,26.58113603,28.78412198,30.7444961,30.58979187,30.65724111,29.93129296,31.4569444,29.3035443,31.33841161,39.36560568,29.29642931,31.31860345,34.44370847,34.14998768,32.77400322,32.15659845,29.58617478,27.32914681,26.99146878
China,CHN,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,4.428270186,3.489410046,2.908277405,2.85988945,2.864140418,3.189158016,3.235029385,2.976256828,2.918410642,2.405463256,2.460850112,2.132768936,2.507443974,3.758798346,5.403684974,4.849481823,4.326440474,4.086153846,5.094187394,5.923734773,6.513236386,7.44960399,8.673338938,8.403302179,9.505919118,12.37605329,11.16930207,12.37553056,15.68244977,13.26136582,10.65842194,11.46184596,14.48749678,19.35378332,17.23306642,16.32307795,15.89144991,15.0398529,14.08237469,15.36187057,18.51709397,18.21521353,20.10265796,24.82323147,28.44418664,28.3780353,28.44385835,26.71643833,24.93329888,20.14877647,22.6218853,24.10550867,22.699663,22.06025329,21.38150201,18.10499392,17.37543911,18.04601949
Cote d'Ivoire,CIV,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,22.9045205,28.10353653,25.74692896,23.51986591,24.72276998,30.12421965,28.69635519,28.79128767,27.99496361,27.06979362,29.10763118,28.42732647,29.00665084,33.23197974,38.37618374,36.58478424,36.2477536,36.33056219,37.43549421,37.66260588,41.17866036,42.28419538,39.32679298,35.72031705,31.79127049,32.39760073,30.18144875,29.62025808,27.89014302,29.05520841,27.11162094,26.98609497,28.11557841,25.90606897,29.30925615,34.44304424,32.41828092,35.29209033,34.97024122,34.13761636,33.85677511,32.85029407,32.40131462,33.37607442,38.20167264,44.02427718,42.70214102,42.21164881,40.15876601,39.92478737,43.3267912,37.33487399,44.33195653,38.59577894,25.70871788,25.84274835,20.16081149,19.40277329
Cameroon,CMR,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,,,,,,24.26064636,23.57723647,22.57924437,24.633204,22.8591363,24.67002097,27.15797275,26.08574991,23.99716818,22.79992343,25.54303477,27.36461919,27.80575609,28.12202863,28.24239492,27.1313909,28.41412507,28.91105566,29.3035876,30.99342605,31.57581732,22.72443642,20.62603884,15.96163399,17.76944715,17.31353104,14.63989889,18.31556992,12.53476986,18.94761842,17.61302801,23.17733982,24.96267072,22.46801742,20.31852628,24.94465955,28.28572047,27.54591723,25.71369995,24.2256192,26.37058565,26.30851337,29.60777145,32.92190211,26.36925342,26.95171122,31.00422527,30.26891355,30.03771287,30.12672029,27.60954078,23.41324784,19.97624801
"Congo, Dem. Rep.",COD,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,19.41666125,9.387173588,7.441267062,31.68264185,37.30447912,27.2332257,38.02088767,16.37136192,15.30186963,14.22880799,18.22372344,18.53598418,15.77740795,15.87628005,19.03047956,15.09093066,19.64916724,19.67275189,9.197370216,10.04147169,16.35190882,17.14197592,13.95259514,17.29085221,26.11730593,25.63433752,24.03150594,28.86172178,27.82202362,24.83868991,29.20456784,20,17.51412429,9.101040119,19.89142805,23.72624311,30.31349366,15.00000019,32.88921844,17.5419909,15.56479089,13.05425268,13.64550284,30.03091314,26.60690111,29.37042192,26.26316109,41.07014126,44.74449239,36.13309155,49.63645614,45.68252753,37.54870238,41.02008384,41.85796128,31.60686316,32.37186217,39.43163756
"Congo, Rep.",COG,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,85.60716676,83.66120209,62.95171441,57.8475221,56.44901093,53.08640883,51.10701107,55.82194449,57.23474277,56.89408238,57.76314474,52.64936213,51.78744928,43.37747517,59.47473385,63.74695864,66.55574043,65.26595745,61.06908724,48.62745098,60.12763596,76.09377884,68.50704225,51.76426426,45.62336985,56.00535641,53.66853395,38.62088635,40.42488619,34.8288073,19.04199475,28.04995447,16.44860896,31.33982371,74.21922717,63.6079341,59.94944987,60.16154016,72.62403269,59.10411923,43.61273719,53.31245423,53.93964559,76.04941174,50.83840588,54.5053942,65.61996668,53.52311323,47.0024926,50.20542228,54.69792897,57.83572831,60.32926753,66.0719813,70.25263291,96.37029556,79.4347017,58.81695002
Colombia,COL,Imports of goods and services (% of GDP),NE.IMP.GNFS.ZS,14.72166116,13.7919301,12.19517276,12.34356738,12.61192135,10.40254878,15.07574142,11.46014754,14.29087021,14.37294564,15.81706398,16.67885442,14.76684211,14.39381498,15.50945425,14.07032236,13.90271836,13.26761941,13.74401168,13.45875774,15.57819767,15.43293171,15.17640251,13.22795979,12.47217738,12.52546653,11.99338947,12.91871399,13.86030032,13.81661281,14.82095023,13.90830836,15.75710185,18.75932586,20.91917562,20.96348743,20.84464548,20.75552435,20.90157222,17.80270056,16.75194575,18.51397603,18.16706954,19.94088381,19.09267551,18.78432249,20.53644458,19.79066142,20.26257741,18.24919201,17.76486262,19.9327627,20.0373359,20.12605261,21.38323658,23.37285065,21.70809603,20.08690173
